Temperatura,Personas,Electrodomesticos,Consumo_kWh
19.108260350531282,3.0,15.0,48.151956840853366
20.34338680395415,4.0,18.0,62.40041768996054
26.105376025557252,4.0,19.0,66.59484175254047
23.175383074101006,4.0,11.0,50.65265434205227
15.18500154417351,3.0,7.0,35.50999233280848
31.556772793331156,3.0,11.0,56.8742157706235
19.871437988241087,1.0,16.0,45.22775060953787
15.631171891109638,5.0,8.0,42.46733772873162
31.477445459636254,3.0,12.0,56.35723655911113
15.434619944230155,,5.0,35.676163929235535
21.227783521550087,2.0,5.0,32.77698123864795
20.767623191981702,3.0,18.0,58.426319366593575
23.462177237694032,1.0,16.0,47.44828610976591
,2.0,16.0,49.94327164406128
12.845189594156174,1.0,18.0,44.40386172143321
,1.0,14.0,36.4977926171148
13.824573028879419,5.0,5.0,35.84256023421512
19.97498550682731,,,40.06871113786582
22.221841746808288,5.0,20.0,69.99139201270982
22.33408693583437,2.0,10.0,36.660552527897906
20.39071786522916,1.0,17.0,47.26154247028993
,2.0,16.0,49.666843991606825
22.765403371085704,3.0,13.0,48.34717424498607
21.836058460594902,5.0,20.0,69.18291779279764
24.79617629766603,5.0,12.0,57.24071629427014
18.88965569239908,4.0,8.0,40.974768430314064
17.12662168366689,5.0,13.0,54.594125049388076
23.539639773976806,1.0,6.0,27.348953924048494
12.278324137541082,5.0,16.0,53.4372454985989
23.48878413421024,1.0,16.0,49.83755435973909
17.33921577027324,2.0,9.0,40.80168949931508
14.283627249582738,2.0,15.0,44.87335108904368
33.43222983293217,3.0,7.0,52.1290232388302
25.45679080780315,3.0,8.0,47.14365936881268
15.374710352020788,1.0,20.0,41.68256183668822
21.874587407283613,3.0,14.0,55.516823259351334
12.929404685866636,5.0,11.0,39.14133992243913
,5.0,17.0,66.44418093581177
34.93067537762756,3.0,8.0,49.37203670294833
20.647749950853605,4.0,13.0,54.791552810723346
15.861024975095583,3.0,15.0,53.022106057935716
30.315405004106097,4.0,16.0,69.3023016581132
20.250754730630177,1.0,16.0,49.05357809359597
20.450064675823352,3.0,15.0,50.494333323709164
14.906164265078957,3.0,9.0,40.197208272327416
24.936871219486246,5.0,5.0,47.94643092175391
19.153483405055045,4.0,12.0,
25.959591710973132,2.0,16.0,55.934675190458854
13.96035112076413,1.0,11.0,35.135932490694216
19.609449308347447,2.0,17.0,54.41837284631604
21.022184681824758,4.0,12.0,50.81371490967663
31.070880122844727,2.0,12.0,53.98803941473155
21.16787265576567,3.0,7.0,40.31302074508774
15.268220126867462,5.0,8.0,48.04013232934467
8.895417378304158,1.0,15.0,
15.686808018657178,3.0,15.0,47.167258425580094
18.18901036215646,2.0,8.0,40.352851035195826
27.499657761247896,2.0,13.0,56.31044334865423
20.719695268186946,,19.0,59.36880015988854
,1.0,,24.58016971533722
15.000557918953957,2.0,11.0,39.476809748403234
18.99465998671118,2.0,15.0,48.90363781562497
24.46702976183808,1.0,13.0,41.746808215771445
12.622798159866907,2.0,18.0,47.01056360837809
27.988507633372393,1.0,11.0,39.07309778487533
,1.0,16.0,41.168887543529266
21.32524787121394,1.0,18.0,49.532120735820655
21.4646113127538,1.0,9.0,37.29613239114539
20.3903274830524,2.0,14.0,48.850831976294536
25.04625917103364,3.0,5.0,43.82696120620542
21.51225137163541,1.0,7.0,35.4500718387658
21.322851160011158,1.0,13.0,42.57007900388154
19.086572672771236,2.0,12.0,44.57982116764196
20.889511213305518,5.0,20.0,70.66074759699366
19.94567624778359,3.0,14.0,51.92133032966961
28.118920132991413,3.0,20.0,65.85160108200964
28.570609250512764,2.0,5.0,36.9751573995956
27.46905019816799,2.0,,42.155299110973615
25.613261073395208,5.0,13.0,64.84552195561454
23.183600401329237,4.0,13.0,53.98786169889382
22.947941520883315,,19.0,63.884327623327394
8.097679902542005,1.0,14.0,32.848487708110945
31.543717002379825,1.0,10.0,41.99786715150822
20.63516533380789,5.0,16.0,65.38336117042392
17.573189516588215,5.0,17.0,55.4426771477475
16.414626261477036,3.0,6.0,32.72452517001417
13.04459488717364,,5.0,29.25754876345121
25.724831072426987,4.0,11.0,53.222662509614565
21.398286029563096,,18.0,53.92155284374173
20.092369997038745,4.0,19.0,59.8506171795753
17.779326485742725,4.0,13.0,50.82907051713494
25.333616671759614,3.0,8.0,40.88551670759663
17.718008266010322,4.0,8.0,40.429698202470775
23.02026859419632,4.0,11.0,55.4636103588297
25.033953511162835,2.0,8.0,41.139299244217845
32.034897982292414,5.0,17.0,70.24265828503488
11.637734229152336,1.0,6.0,
20.27702501141469,4.0,17.0,53.42425474634018
19.29534554189555,5.0,12.0,52.4688329718971
18.252096877982154,1.0,13.0,
25.988218296007826,3.0,11.0,51.150748313233045
20.361756270391215,1.0,12.0,40.97038065538424
13.525709483656788,4.0,20.0,61.30758572423813
22.881271002201498,2.0,,47.30254603573383
21.587915444865352,3.0,12.0,47.46425274882607
,2.0,6.0,
23.32836684415602,1.0,11.0,38.80925946893003
29.02080664436447,,13.0,53.90243622707085
23.354088031199808,3.0,19.0,65.37887478391065
16.963676085423685,1.0,6.0,30.502473214719007
12.206933673304311,4.0,16.0,48.28009642427714
20.245416695551583,2.0,5.0,35.137900625172215
20.14848553868047,3.0,19.0,58.453922406008395
,2.0,18.0,
19.088332667381312,2.0,18.0,51.451208399140256
24.588746463877488,,15.0,60.78254546269206
21.03600156810185,5.0,20.0,63.70527807753989
14.48416984638527,3.0,6.0,33.64615747129718
17.871617734132265,3.0,6.0,31.734989253140693
26.758192227414312,3.0,20.0,62.97921294729472
,2.0,16.0,54.48503679984863
21.757554801913844,1.0,20.0,55.31923966784746
19.165983891655948,4.0,8.0,
17.09753703535208,1.0,15.0,42.59337103252138
29.28442705305029,1.0,5.0,
25.67518240579692,4.0,20.0,68.17089537816715
16.035776051155054,1.0,20.0,47.9274204466128
19.22815948095077,5.0,16.0,58.01378503339508
22.721520481537866,3.0,17.0,59.01411482418932
30.72638054904383,1.0,16.0,57.91254398805916
24.20456321391116,4.0,20.0,64.84615925159834
18.299746253410248,5.0,17.0,60.93673178921572
25.537071373026304,1.0,9.0,39.942028629975226
33.17639408305211,5.0,5.0,53.29666860791863
24.30764957678596,1.0,15.0,52.03015582877907
21.531811988836843,,17.0,50.5277408647952
29.8386340243451,4.0,20.0,70.14323115719378
27.766824955023065,3.0,6.0,49.1645202765132
25.064703567786623,,10.0,55.05892185662622
,1.0,7.0,35.50427108438424
25.729033716550568,,6.0,37.51308019868113
18.25356214204755,4.0,13.0,45.49894798379274
24.69351229303247,2.0,11.0,44.04781250154222
23.33851639359967,5.0,18.0,65.58378530605208
18.118231949839384,1.0,17.0,46.07848251547526
21.11814799679316,4.0,12.0,50.2425452183219
25.60891150866388,4.0,6.0,41.99200183949986
14.63191626260167,,10.0,47.23689911464412
23.239338888973812,5.0,18.0,64.47915524325408
23.345239468359296,2.0,12.0,46.65404917851223
18.572140951938763,2.0,,
25.577073056531844,5.0,11.0,54.31207177310737
22.917411629355563,1.0,14.0,
,1.0,10.0,38.9026615671244
23.16405006888687,,9.0,
19.95767554712333,1.0,13.0,41.21491492355013
30.548685348104357,3.0,7.0,49.05721911043004
27.775013387199692,4.0,19.0,67.22281637344992
16.339144676007344,3.0,5.0,31.314961807966988
28.2441365735944,5.0,15.0,68.64212550570171
,3.0,19.0,65.0477497406797
15.423846330709246,5.0,16.0,55.30255266340371
26.254371765724933,2.0,8.0,36.37565826888692
20.366745726887547,4.0,10.0,40.64758580398419
14.715028572471741,5.0,9.0,41.44005692817907
21.70633424292957,2.0,10.0,44.17773627277027
28.155511301152487,5.0,20.0,71.54826339515564
27.383160158679274,2.0,14.0,53.57231945341417
19.345902902646273,1.0,17.0,50.96581869672336
19.721564691618955,2.0,10.0,36.98337111046518
16.13878803559581,5.0,11.0,44.50852463125134
13.03393673673532,4.0,18.0,53.68117881864878
24.265336570551256,2.0,7.0,37.684133294790755
13.320765146547227,3.0,,37.75455539467477
30.431219306960273,2.0,,47.91691650699597
11.490805874285543,3.0,9.0,
20.656562726130108,2.0,,51.44271272606291
24.165839349337308,1.0,8.0,43.07370298575472
19.328331586910966,3.0,20.0,59.50644882279126
34.488845464509865,3.0,20.0,67.13701258524026
16.62783953529913,5.0,16.0,59.86650996050969
25.304959691232476,5.0,11.0,51.94025627948993
19.147628761644075,3.0,20.0,52.64113673872086
19.37412503279325,3.0,10.0,37.278252506890084
15.167802410905786,5.0,,57.998903177080145
18.155764426773224,5.0,9.0,48.75228772683561
9.640539085909682,5.0,12.0,42.01830733074387
22.486350009930618,5.0,10.0,48.194863761078956
26.1525949284665,3.0,19.0,60.58137916904192
15.040879652572766,5.0,12.0,47.712027241447174
15.244272910052631,3.0,7.0,34.628953622419345
19.163271095837892,3.0,15.0,47.72343977011331
20.537566095352258,3.0,9.0,42.484078605876704
13.927461996197495,5.0,19.0,66.10691895485937
22.186669071460525,3.0,11.0,47.80975425392762
19.717698526157676,1.0,7.0,36.15738899196557
23.882100098471387,4.0,12.0,49.33922255081539
28.55993045671049,2.0,6.0,41.576561053295144
30.181390005838182,1.0,17.0,56.55875862092095
28.046133403147618,3.0,8.0,46.05497201011288
25.155772024423495,1.0,15.0,47.60819758517589
21.09119405110509,3.0,15.0,49.2397847007685
17.226900655125743,1.0,14.0,38.82070042571056
25.642933983691194,3.0,8.0,42.46145576577028
20.60082460962291,3.0,13.0,44.984151933668024
25.00025493224401,3.0,18.0,162.8039142578126
17.73625394567813,5.0,16.0,61.388522715178524
27.865784811521348,2.0,19.0,61.40767711382709
18.20750303689606,1.0,10.0,30.66950311531353
22.38952823363748,,18.0,59.77401080048466
12.293916090268741,4.0,15.0,50.23162745191922
22.617675360481364,4.0,7.0,43.280208059468016
27.997217747449543,2.0,18.0,59.09572276838341
11.980105115241152,4.0,8.0,31.76275840089872
18.8232445976631,2.0,15.0,48.69378803578511
30.16240452975306,4.0,8.0,48.76549293499161
17.234119583146573,5.0,12.0,51.18566858460613
25.136047541427082,5.0,,52.60267760823873
35.39732725312709,2.0,9.0,48.331338062949996
15.080058082686575,1.0,8.0,29.613479448785803
12.020397386437084,5.0,20.0,62.608904962522544
15.017292799270237,2.0,16.0,45.87950405449288
22.66511965410954,5.0,,42.37637570620825
25.607972201995075,,5.0,40.17861621384766
,2.0,10.0,46.805991895853026
27.134527920760384,4.0,11.0,56.86458545124111
,3.0,6.0,42.2965027281988
24.49136909998807,5.0,18.0,73.07229541738879
29.29220766405794,,12.0,57.73970623059762
15.154363014412802,2.0,18.0,48.224084264132145
26.330965578205358,2.0,16.0,60.045508168789546
25.565253466312747,5.0,14.0,56.254828847501166
23.439532860813387,5.0,18.0,65.07342529701276
26.170505843533064,1.0,20.0,59.200752674161464
13.324178594579713,3.0,20.0,48.145705256133525
18.872321333596368,1.0,6.0,32.38844617966976
26.98284172891634,3.0,16.0,59.27478887267359
21.125499085897864,5.0,15.0,62.95042032718717
13.602471176643721,4.0,7.0,35.63410724215457
25.53968840856303,2.0,11.0,44.67197090581059
17.70444695461184,4.0,10.0,42.07180008144646
19.447249692931884,4.0,19.0,63.08871880916408
,2.0,12.0,50.1189527330977
20.505054225797263,1.0,7.0,37.83546657773742
,3.0,15.0,56.098319063756094
24.58647138710748,2.0,9.0,43.29734599311412
24.750724179690568,1.0,8.0,34.794650134158665
14.884981686192344,5.0,13.0,51.64502039175758
15.804056704030351,5.0,6.0,40.20600344410106
,4.0,12.0,47.28125055373179
13.558817073282441,5.0,8.0,37.29906730430102
18.26257418932975,1.0,,36.65994737637136
22.727981849928348,3.0,17.0,57.086303148028776
25.83625464227467,2.0,17.0,
24.162389866659144,4.0,11.0,49.842771706503314
24.3770254686059,4.0,19.0,64.80024369225796
28.293029303035688,3.0,12.0,51.473064820980646
23.487457119230115,3.0,13.0,50.80032649271877
27.122958876040933,3.0,6.0,44.253918298919636
,3.0,18.0,61.91346034540613
9.86757808262487,5.0,6.0,37.011515733375006
24.037495090829964,5.0,17.0,65.3462205631696
14.743690135113429,3.0,,35.77585648902867
20.297280858936716,1.0,16.0,48.22953409972406
26.345952850044156,3.0,11.0,49.95584086273112
23.708912685948558,2.0,10.0,47.27839748451545
21.308197847477302,5.0,13.0,
24.07807283492874,1.0,8.0,32.845078643165934
25.334447359634286,1.0,7.0,38.70824183823067
21.950068237824713,1.0,9.0,38.78814978049321
17.864427253205868,3.0,17.0,52.157564955610745
27.408011312535248,,13.0,54.43107397371606
32.00367664501741,2.0,12.0,123.82945513968417
14.550984104929235,4.0,17.0,56.88812490976627
25.69251474874486,1.0,8.0,159.41402037647103
19.618162213464963,5.0,14.0,56.07911481804028
13.596014030926497,1.0,9.0,29.819886817040288
17.621024958728235,2.0,5.0,28.657123154154974
23.163896830305365,1.0,9.0,36.41483708120389
15.974773733013468,1.0,20.0,52.941460437366864
17.471813422696023,3.0,10.0,40.71544358183704
14.676091125179866,5.0,11.0,48.19042230946829
19.440332089062817,4.0,20.0,58.29282580153652
15.637273208807557,3.0,13.0,41.77101499490968
19.781128300800834,4.0,16.0,52.0021756516405
22.81862002199358,4.0,18.0,62.99097781391554
,2.0,15.0,46.76026772920287
26.110016803021864,5.0,,
25.30128054331645,3.0,17.0,58.706250464389036
17.838808952031982,3.0,15.0,56.54395361877269
19.332574666031906,4.0,14.0,49.15359244171382
28.433258809783474,,20.0,60.029154640145215
17.31985446099265,4.0,9.0,
32.539598199427644,3.0,,45.587109072241525
19.767774411818337,3.0,20.0,60.41909790176077
21.428961183651598,1.0,20.0,56.79949764643432
16.577905680172005,5.0,9.0,36.795887282308655
17.17050989542488,3.0,9.0,37.60882746192313
17.68703483347238,4.0,11.0,47.63059939893337
19.902609723922726,1.0,16.0,50.25127234445558
29.245678493127762,3.0,20.0,70.3419547168755
26.28792425374424,4.0,20.0,73.20068814995705
12.018622307952711,5.0,8.0,
25.616375787778242,,16.0,53.27662354164241
23.328547481712455,3.0,7.0,42.00960851011928
23.467852844962888,4.0,20.0,64.09929619389746
29.385074433716092,2.0,10.0,51.967658007710064
24.378779045840602,2.0,14.0,51.46240198547988
17.611763618686776,3.0,10.0,38.836765162785994
16.601832360432603,2.0,16.0,43.76232313745584
17.051998122374304,3.0,17.0,54.44834675027118
21.055996642312124,4.0,17.0,60.45144976724237
28.44505256154524,3.0,12.0,51.845647579382806
22.056912036016563,1.0,13.0,48.121208697895746
16.780393057339396,1.0,6.0,26.540835637909392
,1.0,19.0,51.990764969730876
,5.0,10.0,50.207600180032806
25.8756072282568,4.0,15.0,57.180562565910954
24.0819595499609,5.0,17.0,70.41241900988993
17.271551291916253,5.0,9.0,46.56496872926673
26.183202187423014,2.0,5.0,36.460118326920714
12.030821475216301,3.0,7.0,31.742651124935247
13.047595243925725,4.0,6.0,31.874812746659575
23.03823198760095,4.0,9.0,47.4317419805307
24.411719489126167,4.0,18.0,66.40234461654711
24.988222783821946,3.0,20.0,66.70396573370611
20.55242261586273,3.0,9.0,44.00654397108676
24.20509730493666,4.0,20.0,66.1483642933335
31.296803730196668,3.0,13.0,52.925649176527955
23.958314571090046,3.0,17.0,66.5944352259863
22.050031670387934,4.0,13.0,52.716647843424184
30.826974413546615,3.0,14.0,61.6963096719191
24.273559682295506,4.0,17.0,63.44792709714391
18.619644123882814,4.0,17.0,61.44352632655157
29.020273967507954,3.0,15.0,59.82271946937832
25.84964607573144,2.0,12.0,48.836009624818175
23.18724779623384,2.0,15.0,53.97486486429057
23.393704021802485,2.0,7.0,43.636613181308554
38.65527269397393,1.0,6.0,50.540300874213486
19.776332615886293,4.0,17.0,
23.86056845921384,5.0,7.0,47.263220254086065
18.660236109794194,3.0,16.0,48.544978441303414
19.74777426357139,1.0,8.0,33.16427967100297
21.724286194694308,5.0,12.0,54.84841966365193
32.30132994992675,1.0,10.0,42.717235568750986
12.502219874468617,2.0,5.0,21.676746464414286
27.730581008674356,1.0,16.0,59.04486616197164
19.996273312407777,2.0,13.0,48.934386624311195
17.361147397552152,2.0,6.0,27.09322782198807
24.96746635418515,3.0,13.0,51.8841425208
,2.0,5.0,26.93176407227503
17.194419662111848,4.0,20.0,59.791286912172275
19.64279206103272,2.0,20.0,50.468490710980255
20.294552427260218,5.0,16.0,60.92632476324195
10.43226811484145,1.0,6.0,17.183071766127807
18.518967431265516,3.0,6.0,36.374885196693945
25.398530378243812,5.0,13.0,57.223731775879855
13.054233796571165,3.0,13.0,40.17353890745412
18.24189416597485,1.0,14.0,40.64911329822737
18.33707999607295,5.0,17.0,51.45410055701242
19.819551727315012,3.0,5.0,36.296077207581625
,2.0,20.0,151.69164975782655
13.126318688990555,5.0,17.0,53.43980716026046
14.927530868652955,3.0,14.0,44.30400996788888
10.78390720646292,3.0,19.0,46.86650863057567
16.425741836540297,,13.0,51.80343622309772
21.741733404554292,5.0,5.0,45.76926941426624
16.13614852756142,4.0,8.0,45.362038133703976
,2.0,16.0,58.20221689625276
19.77928132343719,4.0,8.0,47.07461392967751
20.785513213404226,1.0,17.0,52.81562719935762
22.111804548782203,1.0,5.0,28.714430750831376
17.413372163527548,,18.0,53.088239132673465
29.373053217620683,1.0,18.0,56.31490084743124
20.369674005985875,2.0,8.0,
17.909309940071005,5.0,7.0,41.03091287128407
13.097300882719741,4.0,15.0,50.160248038421976
21.755843988451623,5.0,13.0,53.46696428139824
22.409837448568236,4.0,17.0,62.000900833676056
23.195055444555422,4.0,15.0,63.31082129169164
27.434254238562026,3.0,5.0,43.71397341707305
16.421835637522214,4.0,5.0,38.2348972644973
27.04239263336783,3.0,11.0,51.182733912706155
20.877279133118865,1.0,,53.834524264798866
,1.0,5.0,31.532782803556813
15.432046533830423,1.0,17.0,47.58204961689596
23.991606171561873,5.0,14.0,60.83961951526018
,4.0,19.0,
25.597387089030306,4.0,20.0,67.52317098541037
14.345375585483517,,14.0,48.871998622676884
29.967492698360914,3.0,19.0,67.39253274673918
28.13484536180779,4.0,15.0,59.50314036996903
15.829115351520791,5.0,14.0,
28.209011859116877,2.0,11.0,50.086777171720556
25.850331195821774,5.0,18.0,64.12943308827528
22.625006028085018,2.0,9.0,39.86817240518507
27.146786407831385,5.0,8.0,48.0813731187025
21.99659697982177,5.0,10.0,
24.603319328409235,2.0,8.0,39.58498239940247
16.547150238323606,3.0,15.0,55.126452451915
26.642977847519965,1.0,6.0,34.32053829928113
13.020788673395494,3.0,14.0,44.64890099278629
35.80316713096421,4.0,20.0,80.8759277187572
18.0694023490301,4.0,6.0,43.80497171525587
20.07319577441658,2.0,14.0,46.401563041562966
22.946851007297948,3.0,18.0,64.11002195351284
27.486677196603146,5.0,7.0,49.64938099679753
,3.0,6.0,34.257151581441946
20.526921881897444,1.0,19.0,59.15154501242822
17.16351006888699,3.0,14.0,46.0155773571493
18.584539428858644,,11.0,52.33529806345835
30.03687054753874,1.0,9.0,45.40068281945198
23.643033587375474,2.0,8.0,38.245684943151595
30.796300373522502,4.0,9.0,54.7628763187436
19.845896541664487,4.0,8.0,48.20385110473925
20.53201964190856,4.0,,43.03545464467687
18.75538287817585,1.0,15.0,48.635642724281205
25.285054675050368,3.0,12.0,52.955167568425516
21.54457342974337,5.0,18.0,63.2949544887032
21.226253490522772,1.0,10.0,41.21747030070486
22.797405589041954,1.0,16.0,45.33246490197632
,5.0,6.0,39.68789741614503
28.121130949185325,1.0,6.0,38.40076162361725
30.840721496376524,4.0,8.0,52.207170918208895
22.51362472411052,5.0,19.0,67.03440644970789
27.197524139915142,5.0,16.0,68.35313593015127
22.80651227277573,4.0,14.0,60.35594804027511
13.298981687718982,2.0,16.0,46.339936807376944
18.972551598023802,1.0,11.0,34.23120606162875
29.98075390624671,2.0,9.0,50.065896592532766
17.526376589767395,4.0,14.0,48.36760888859585
18.673970008933445,4.0,14.0,56.59268059992178
26.958809418832015,1.0,9.0,43.08580523206757
24.345776408386158,4.0,,42.80895142689585
14.504273706448902,4.0,13.0,49.931103438828735
26.68476990933957,2.0,6.0,39.454822001381814
22.92982544210487,1.0,20.0,58.32366558378588
19.61980273712372,2.0,11.0,40.20375786227672
24.238472656228254,4.0,15.0,60.42975957372361
22.762369697451046,3.0,15.0,61.6492373099335
15.223337078576163,2.0,,32.43267820420701
6.5454460847848,1.0,15.0,32.783669165033196
14.916589209998445,1.0,9.0,
26.8610785936239,3.0,19.0,61.944283456751954
23.92291339608259,,16.0,51.374128973214546
23.60940049727462,1.0,19.0,54.87396408656817
27.56578556929378,5.0,19.0,73.82125960152756
21.53546248226253,2.0,16.0,51.484634739057675
25.46418185052786,1.0,10.0,38.35862019969488
19.346723505139728,1.0,7.0,34.27698275733529
,4.0,19.0,59.21002190484856
25.77679526561295,1.0,7.0,33.938709369872434
26.583581980098185,4.0,6.0,44.01613127398974
20.190126564595214,1.0,12.0,45.35125660256878
,5.0,6.0,50.5442814863178
22.756085925573295,5.0,5.0,41.52558261911249
21.867543260344917,2.0,15.0,52.493887956355934
24.977012941524073,2.0,19.0,58.81580136661152
29.71892869448437,3.0,20.0,72.10403514896883
22.35886945641415,2.0,20.0,59.58700019550192
19.415416069310318,4.0,17.0,62.95780663995723
22.524770713522873,4.0,8.0,46.79084541888531
19.221302259570002,5.0,7.0,45.282401726957985
14.834068535506452,4.0,10.0,33.62217967751093
16.177431690436,1.0,12.0,39.3934026797739
23.10915136666042,3.0,8.0,43.526378004753674
27.643541245797856,1.0,11.0,44.14237796884602
19.07582494779952,5.0,,55.83268269959947
24.699607881276243,2.0,18.0,62.12122638775784
21.656620186257065,3.0,9.0,41.947549799028984
26.126360606210824,4.0,13.0,62.43576035265223
15.905362370356931,1.0,19.0,51.127197672088606
25.753790049317416,4.0,20.0,65.50507780377531
32.04042720148344,1.0,15.0,55.02885426145773
18.44367973627859,3.0,20.0,63.9293986526232
20.917119140421924,1.0,20.0,51.934524776643755
23.70691057095117,3.0,7.0,41.670418638139864
21.044895689794753,,14.0,53.848207605987696
21.432274817239282,1.0,11.0,38.853752009562655
27.144840601101908,2.0,6.0,42.26446333492686
23.436649501379133,3.0,15.0,51.56182511064786
21.059992141210383,4.0,12.0,51.569200039029255
13.405757633235952,,5.0,
29.047790100435876,3.0,12.0,56.598807819570936
22.021298753969305,4.0,7.0,44.56643361643505
22.76791449135898,2.0,6.0,35.81634599047696
27.327940076562996,2.0,13.0,49.840919202313216
20.9504801489456,4.0,8.0,40.19678028029184
17.294975922964014,2.0,14.0,45.5039322178779
24.808369566596728,2.0,7.0,39.27537506149049
30.48670323964415,,19.0,67.02577236477894
22.48508904479391,,20.0,68.53017075495401
21.271376562656815,4.0,20.0,65.54219064176903
25.512328316862277,1.0,14.0,49.44478773375372
21.26082837172146,4.0,10.0,48.74319359012308
20.65349978045758,2.0,10.0,36.53252241762292
20.154221233584376,4.0,19.0,62.57802664524726
19.257833733794094,4.0,10.0,48.41137776119
25.369662967618684,4.0,,61.354077073819475
11.66639287048093,5.0,10.0,43.72623278837489
21.065328682110525,5.0,20.0,67.92155988067277
27.538866984723754,4.0,13.0,57.95791094291873
20.628564137390967,2.0,20.0,57.124523836589184
20.181184322017785,5.0,5.0,42.127038207999156
17.787964666006502,3.0,11.0,
27.57114597275716,5.0,6.0,46.20341318824857
29.236159231435654,5.0,,52.10221319518799
18.652611704382366,5.0,19.0,60.26157073789064
,3.0,20.0,
23.08791287046151,5.0,15.0,62.845369320255784
17.955028010374555,,9.0,32.8142916965206
16.66626097518055,1.0,12.0,34.46695182910878
22.781742820618835,3.0,15.0,54.02375144534699
16.18472084105395,4.0,5.0,36.487973275131225
22.899667285969898,,12.0,48.51823985536379
16.730526454351047,2.0,8.0,33.63166141918633
16.302228976998627,5.0,10.0,45.925959069463346
,3.0,6.0,34.91178163067349
13.688515271364176,4.0,16.0,49.87417215905818
28.257613966778553,5.0,5.0,51.26014540073848
28.080458224832178,5.0,12.0,62.620938898814316
19.185929981915507,4.0,16.0,50.17311236479651
16.668546621694922,2.0,10.0,43.79364363350327
11.44755994636848,5.0,6.0,36.53480415661415
32.814486339093854,5.0,8.0,56.97348986924679
18.940469772238632,1.0,5.0,24.987280849918932
15.146373634210354,3.0,20.0,55.397616793309574
14.775176137620871,5.0,14.0,50.56332210414856
16.386566383263457,1.0,11.0,33.91454889407246
25.059506006143163,2.0,12.0,53.113401051639165
21.79483618791973,4.0,15.0,50.98847882149043
22.680813403895,5.0,18.0,65.87103441056331
,2.0,11.0,49.56223730536744
,5.0,6.0,
24.916629947494396,3.0,17.0,54.56916921316745
18.131569604434706,2.0,11.0,40.922848821446195
18.01569598023772,4.0,18.0,61.56810624938991
7.942244219374238,2.0,15.0,41.90309195960472
21.82603403112903,5.0,17.0,65.18585315912478
25.227446840795356,3.0,6.0,41.67463782959182
23.56692907719172,1.0,17.0,52.03621276988897
20.263511863800574,5.0,6.0,45.031520685386
17.880450147757575,5.0,15.0,59.917836239583664
27.03314881853239,2.0,7.0,37.84129417190315
20.69200010068158,3.0,16.0,57.68078889419953
17.333140083804928,3.0,18.0,56.825115970986715
12.660304908665111,4.0,10.0,42.37744589360945
19.012340840949893,3.0,19.0,55.25978676571395
25.749418243971064,1.0,15.0,48.356606579192594
21.42191129398413,1.0,11.0,41.90553311113008
25.404607562524674,5.0,9.0,55.212989878776014
21.37298221107509,3.0,8.0,42.309602442690064
24.6459959015036,2.0,16.0,
18.134900834608647,5.0,8.0,46.24150349175825
19.02193302462495,2.0,10.0,
21.2446593571117,3.0,8.0,43.97819612411672
23.919287019467774,,8.0,48.67117670386315
20.730012922817274,3.0,14.0,
24.18148249671705,5.0,8.0,49.00610081149271
17.2976586413591,2.0,20.0,62.410400864560124
16.35971516907775,2.0,7.0,29.836349427851044
21.354928788818896,3.0,14.0,50.37049841758006
21.02288772724746,5.0,13.0,61.78787218813521
,2.0,12.0,48.085733686520186
20.374818843198952,5.0,9.0,49.90088439348368
16.895620268596506,4.0,7.0,38.02411573859684
26.130947225222556,1.0,19.0,60.02327646916895
20.573912136537597,4.0,19.0,63.38640757787649
,5.0,5.0,28.10239085357583
21.278858557052885,1.0,14.0,51.80531687507744
25.701198285258563,3.0,20.0,60.621348721721326
23.534356280251526,1.0,20.0,59.524843381039275
22.234548627383546,,15.0,48.32943338885059
15.624151896447138,5.0,12.0,51.21821241044441
31.38591411525291,1.0,20.0,63.348266591567054
19.79788705069214,1.0,10.0,38.81103441205282
,5.0,9.0,45.8889873427753
29.29588775578211,2.0,10.0,54.353856800429675
24.6740183579325,5.0,16.0,60.72604474940456
19.522831741357177,2.0,11.0,40.4172320606931
,2.0,6.0,36.60070134236934
23.35761638042735,3.0,20.0,67.55028056420169
17.701591189106416,1.0,17.0,46.84778326888918
23.29990897960249,2.0,7.0,38.733943989381906
11.90056261846995,2.0,12.0,40.59879663672691
23.076467371568466,,12.0,41.479182574494615
20.07740391219778,5.0,14.0,50.225136751583534
25.692574532346107,2.0,10.0,44.521387818911805
26.19537663162241,5.0,5.0,49.3403734278606
16.994499021485574,1.0,6.0,31.283325754952024
19.296722404104553,4.0,15.0,57.09788409633503
17.791910778784306,2.0,9.0,36.31006665061442
25.627141789587412,5.0,,66.6437433763752
18.709117071197667,,17.0,47.81692545324924
19.066176745048974,2.0,18.0,52.876844268796056
24.09276645002035,5.0,12.0,56.91837239632122
12.531152972253148,2.0,13.0,35.814644076944
27.294982436740813,2.0,14.0,51.89485654142711
24.547042875732693,5.0,7.0,50.17800111538205
15.612820500017477,1.0,12.0,33.01359345713129
18.870853169043624,1.0,7.0,26.5979536311485
32.12912429651992,4.0,7.0,55.2642663231757
16.57892451242939,4.0,8.0,42.34671985236154
18.6487987582386,2.0,13.0,39.358181385625194
16.2960941715183,5.0,,48.707132654836165
22.104250527884354,2.0,,50.44569596161975
24.909295278399846,1.0,9.0,43.99919503533585
,3.0,6.0,41.05877523869646
20.294423081083796,5.0,15.0,59.663378510667656
